x, f(x), mean, lower, upper, acq
0.117000,-0.458774,-0.049940,-1.548577,1.448697,-1.014933
0.118000,-0.462152,-0.058626,-1.533399,1.416147,-1.025883
0.119000,-0.465260,-0.067359,-1.518112,1.383395,-1.036814
0.120000,-0.468105,-0.076138,-1.502722,1.350445,-1.047723
0.121000,-0.470694,-0.084962,-1.487231,1.317306,-1.058605
0.122000,-0.473036,-0.093829,-1.471643,1.283984,-1.069456
0.123000,-0.475142,-0.102737,-1.455961,1.250487,-1.080273
0.124000,-0.477023,-0.111684,-1.440191,1.216823,-1.091052
0.125000,-0.478689,-0.120668,-1.424335,1.182999,-1.101789
0.126000,-0.480152,-0.129687,-1.408399,1.149025,-1.112481
0.127000,-0.481426,-0.138739,-1.392386,1.114908,-1.123124
0.128000,-0.482522,-0.147821,-1.376301,1.080659,-1.133714
0.129000,-0.483456,-0.156931,-1.360150,1.046287,-1.144249
0.130000,-0.484240,-0.166067,-1.343936,1.011803,-1.154725
0.131000,-0.484890,-0.175225,-1.327666,0.977215,-1.165140
0.132000,-0.485420,-0.184404,-1.311344,0.942536,-1.175489
0.133000,-0.485845,-0.193600,-1.294976,0.907777,-1.185772
0.134000,-0.486179,-0.202809,-1.278568,0.872949,-1.195984
0.135000,-0.486439,-0.212030,-1.262125,0.838065,-1.206125
0.136000,-0.486639,-0.221259,-1.245654,0.803136,-1.216192
0.137000,-0.486795,-0.230492,-1.229160,0.768177,-1.226184
0.138000,-0.486921,-0.239726,-1.212651,0.733199,-1.236099
0.139000,-0.487032,-0.248957,-1.196132,0.698219,-1.245937
0.140000,-0.487143,-0.258181,-1.179610,0.663249,-1.255696
0.141000,-0.487267,-0.267394,-1.163093,0.628304,-1.265376
0.142000,-0.487419,-0.276593,-1.146587,0.593401,-1.274978
0.143000,-0.487611,-0.285773,-1.130100,0.558554,-1.284500
0.144000,-0.487857,-0.294929,-1.113638,0.523781,-1.293944
0.145000,-0.488168,-0.304056,-1.097211,0.489098,-1.303309
0.146000,-0.488555,-0.313151,-1.080825,0.454523,-1.312596
0.147000,-0.489029,-0.322208,-1.064488,0.420073,-1.321805
0.148000,-0.489600,-0.331221,-1.048208,0.385766,-1.330937
0.149000,-0.490276,-0.340185,-1.031994,0.351623,-1.339992
0.150000,-0.491065,-0.349096,-1.015854,0.317663,-1.348968
0.151000,-0.491974,-0.357946,-0.999797,0.283905,-1.357865
0.152000,-0.493009,-0.366731,-0.983831,0.250370,-1.366682
0.153000,-0.494173,-0.375443,-0.967965,0.217080,-1.375414
0.154000,-0.495472,-0.384076,-0.952209,0.184056,-1.384061
0.155000,-0.496906,-0.392624,-0.936570,0.151321,-1.392617
0.156000,-0.498478,-0.401080,-0.921058,0.118898,-1.401077
0.157000,-0.500187,-0.409437,-0.905683,0.086810,-1.409435
0.158000,-0.502032,-0.417687,-0.890454,0.055081,-1.417686
0.159000,-0.504010,-0.425822,-0.875380,0.023736,-1.425822
0.160000,-0.506117,-0.433835,-0.860471,-0.007199,-1.433835
0.161000,-0.508348,-0.441717,-0.845736,-0.037699,-1.441717
0.162000,-0.510696,-0.449461,-0.831186,-0.067736,-1.449461
0.163000,-0.513154,-0.457057,-0.816829,-0.097285,-1.457057
0.164000,-0.515713,-0.464496,-0.802675,-0.126316,-1.464496
0.165000,-0.518361,-0.471769,-0.788735,-0.154802,-1.471769
0.166000,-0.521089,-0.478866,-0.775019,-0.182713,-1.478866
0.167000,-0.523881,-0.485777,-0.761535,-0.210020,-1.485777
0.168000,-0.526725,-0.492493,-0.748294,-0.236691,-1.492493
0.169000,-0.529605,-0.499001,-0.735306,-0.262696,-1.499001
0.170000,-0.532505,-0.505292,-0.722581,-0.288003,-1.505292
0.171000,-0.535407,-0.511354,-0.710130,-0.312578,-1.511354
0.172000,-0.538293,-0.517175,-0.697963,-0.336386,-1.517175
0.173000,-0.541142,-0.522743,-0.686092,-0.359393,-1.522743
0.174000,-0.543935,-0.528045,-0.674530,-0.381561,-1.528045
0.175000,-0.546651,-0.533070,-0.663290,-0.402850,-1.533070
0.176000,-0.549266,-0.537802,-0.652388,-0.423217,-1.537802
0.177000,-0.551759,-0.542230,-0.641846,-0.442614,-1.542230
0.178000,-0.554105,-0.546338,-0.631692,-0.460984,-1.546338
0.179000,-0.556280,-0.550112,-0.621966,-0.478257,-1.550112
0.180000,-0.558260,-0.553537,-0.612735,-0.494338,-1.553537
0.181000,-0.560019,-0.556597,-0.604115,-0.509078,-1.556597
0.182000,-0.561533,-0.559276,-0.596326,-0.522226,-1.559276
0.183000,-0.562775,-0.561558,-0.589824,-0.533292,-1.561558
0.184000,-0.563719,-0.563426,-0.585532,-0.541321,-1.563426
0.185000,-0.564340,-0.564863,-0.584745,-0.544980,-1.564863
0.186000,-0.564611,-0.565849,-0.587636,-0.544063,-1.565849
0.187000,-0.564508,-0.566367,-0.592536,-0.540199,-1.566367
0.188000,-0.564003,-0.566398,-0.597815,-0.534982,-1.566398
0.189000,-0.563073,-0.565922,-0.602609,-0.529236,-1.565922
0.190000,-0.561691,-0.564921,-0.606514,-0.523328,-1.564921
0.191000,-0.559834,-0.563373,-0.609329,-0.517418,-1.563373
0.192000,-0.557478,-0.561261,-0.610946,-0.511577,-1.561261
0.193000,-0.554600,-0.558565,-0.611303,-0.505828,-1.558565
0.194000,-0.551177,-0.555266,-0.610364,-0.500169,-1.555266
0.195000,-0.547188,-0.551346,-0.608109,-0.494584,-1.551346
0.196000,-0.542612,-0.546788,-0.604529,-0.489046,-1.546788
0.197000,-0.537430,-0.541573,-0.599626,-0.483519,-1.541573
0.198000,-0.531624,-0.535685,-0.593407,-0.477963,-1.535685
0.199000,-0.525176,-0.529111,-0.585889,-0.472332,-1.529111
0.200000,-0.518070,-0.521834,-0.577094,-0.466574,-1.521834
0.201000,-0.510292,-0.513843,-0.567053,-0.460633,-1.513843
0.202000,-0.501829,-0.505126,-0.555802,-0.454449,-1.505126
0.203000,-0.492670,-0.495672,-0.543390,-0.447953,-1.495672
0.204000,-0.482803,-0.485473,-0.529873,-0.441072,-1.485473
0.205000,-0.472221,-0.474522,-0.515323,-0.433721,-1.474522
0.206000,-0.460916,-0.462814,-0.499828,-0.425801,-1.462814
0.207000,-0.448885,-0.450348,-0.483503,-0.417193,-1.450348
0.208000,-0.436122,-0.437121,-0.466497,-0.407744,-1.437121
0.209000,-0.422627,-0.423136,-0.449015,-0.397256,-1.423136
0.210000,-0.408400,-0.408397,-0.431327,-0.385466,-1.408397
0.211000,-0.393442,-0.392911,-0.413762,-0.372059,-1.392911
0.212000,-0.377759,-0.376687,-0.396623,-0.356752,-1.376687
0.213000,-0.361354,-0.359739,-0.380027,-0.339451,-1.359739
0.214000,-0.344237,-0.342082,-0.363813,-0.320350,-1.342082
0.215000,-0.326416,-0.323734,-0.347647,-0.299821,-1.323734
0.216000,-0.307903,-0.304717,-0.331189,-0.278246,-1.304717
0.217000,-0.288710,-0.285055,-0.314174,-0.255937,-1.285055
0.218000,-0.268854,-0.264774,-0.296419,-0.233130,-1.264774
0.219000,-0.248350,-0.243901,-0.277799,-0.210003,-1.243901
0.220000,-0.227218,-0.222467,-0.258234,-0.186699,-1.222467
0.221000,-0.205477,-0.200501,-0.237671,-0.163332,-1.200501
0.222000,-0.183150,-0.178038,-0.216077,-0.139998,-1.178038
0.223000,-0.160260,-0.155109,-0.193439,-0.116780,-1.155109
0.224000,-0.136833,-0.131750,-0.169757,-0.093744,-1.131750
0.225000,-0.112896,-0.107996,-0.145047,-0.070944,-1.107996
0.226000,-0.088476,-0.083881,-0.119345,-0.048416,-1.083881
0.227000,-0.063604,-0.059441,-0.092710,-0.026172,-1.059441
0.228000,-0.038310,-0.034712,-0.065244,-0.004180,-1.034712
0.229000,-0.012627,-0.009728,-0.037119,0.017662,-1.009728
0.230000,0.013411,0.015474,-0.008647,0.039595,-0.984526
0.231000,0.039770,0.040862,0.019599,0.062126,-0.959138
0.232000,0.066415,0.066403,0.046643,0.086163,-0.933597
0.233000,0.093309,0.092064,0.071332,0.112796,-0.907936
0.234000,0.120413,0.117814,0.093186,0.142442,-0.882186
0.235000,0.147692,0.143625,0.112644,0.174606,-0.856375
0.236000,0.175105,0.169469,0.130337,0.208601,-0.830531
0.237000,0.202613,0.195319,0.146689,0.243949,-0.804681
0.238000,0.230177,0.221151,0.161936,0.280365,-0.778849
0.239000,0.257756,0.246940,0.176207,0.317672,-0.753060
0.240000,0.285312,0.272663,0.189575,0.355752,-0.727337
0.241000,0.312802,0.298301,0.202083,0.394518,-0.701699
0.242000,0.340188,0.323831,0.213760,0.433902,-0.676169
0.243000,0.367428,0.349235,0.224624,0.473847,-0.650765
0.244000,0.394484,0.374496,0.234690,0.514301,-0.625504
0.245000,0.421314,0.399595,0.243971,0.555219,-0.600405
0.246000,0.447881,0.424517,0.252475,0.596558,-0.575483
0.247000,0.474145,0.449246,0.260212,0.638279,-0.550754
0.248000,0.500069,0.473768,0.267193,0.680343,-0.526232
0.249000,0.525614,0.498070,0.273426,0.722714,-0.501930
0.250000,0.550746,0.522139,0.278920,0.765359,-0.477861
0.251000,0.575428,0.545964,0.283686,0.808242,-0.454036
0.252000,0.599625,0.569533,0.287733,0.851333,-0.430467
0.253000,0.623305,0.592836,0.291073,0.894600,-0.407164
0.254000,0.646434,0.615864,0.293715,0.938014,-0.384136
0.255000,0.668983,0.638608,0.295671,0.981546,-0.361392
0.256000,0.690921,0.661060,0.296952,1.025167,-0.338940
0.257000,0.712221,0.683211,0.297571,1.068851,-0.316789
0.258000,0.732855,0.705056,0.297539,1.112573,-0.294944
0.259000,0.752798,0.726587,0.296868,1.156306,-0.273413
0.260000,0.772027,0.747800,0.295572,1.200027,-0.252200
0.261000,0.790520,0.768688,0.293664,1.243713,-0.231311
0.262000,0.808256,0.789248,0.291155,1.287341,-0.210751
0.263000,0.825217,0.809474,0.288059,1.330889,-0.190522
0.264000,0.841386,0.829363,0.284391,1.374336,-0.170629
0.265000,0.856749,0.848913,0.280162,1.417663,-0.151072
0.266000,0.871291,0.868119,0.275387,1.460850,-0.131853
0.267000,0.885002,0.886979,0.270079,1.503879,-0.112972
0.268000,0.897872,0.905492,0.264252,1.546731,-0.094428
0.269000,0.909894,0.923655,0.257919,1.589390,-0.076220
0.270000,0.921061,0.941467,0.251095,1.631839,-0.058343
0.271000,0.931369,0.958928,0.243793,1.674063,-0.040796
0.272000,0.940817,0.976037,0.236027,1.716047,-0.023573
0.273000,0.949403,0.992793,0.227810,1.757775,-0.006670
0.274000,0.957130,1.009196,0.219156,1.799236,0.009917
0.275000,0.964001,1.025246,0.210078,1.840414,0.026195
0.276000,0.970019,1.040945,0.200591,1.881299,0.042169
0.277000,0.975192,1.056292,0.190707,1.921877,0.057844
0.278000,0.979528,1.071289,0.180439,1.962138,0.073226
0.279000,0.983037,1.085937,0.169802,2.002071,0.088320
0.280000,0.985729,1.100237,0.158808,2.041666,0.103131
0.281000,0.987618,1.114191,0.147470,2.080913,0.117665
0.282000,0.988717,1.127802,0.135800,2.119803,0.131926
0.283000,0.989042,1.141070,0.123813,2.158327,0.145918
0.284000,0.988609,1.153999,0.111519,2.196478,0.159647
0.285000,0.987436,1.166590,0.098933,2.234247,0.173116
0.286000,0.985543,1.178846,0.086065,2.271628,0.186328
0.287000,0.982949,1.190770,0.072928,2.308613,0.199288
0.288000,0.979674,1.202365,0.059534,2.345196,0.211999
0.289000,0.975741,1.213634,0.045895,2.381372,0.224464
0.290000,0.971172,1.224579,0.032023,2.417135,0.236686
0.291000,0.965991,1.235204,0.017928,2.452480,0.248668
0.292000,0.960220,1.245512,0.003622,2.487402,0.260411
0.293000,0.953885,1.255507,-0.010883,2.521897,0.271920
0.294000,0.947010,1.265192,-0.025577,2.555961,0.283195
0.295000,0.939619,1.274571,-0.040449,2.589591,0.294240
0.296000,0.931739,1.283647,-0.055489,2.622782,0.305056
0.297000,0.923394,1.292424,-0.070686,2.655534,0.315645
0.298000,0.914609,1.300905,-0.086031,2.687841,0.326009
0.299000,0.905411,1.309096,-0.101512,2.719703,0.336150
0.300000,0.895824,1.316999,-0.117120,2.751118,0.346069
0.301000,0.885873,1.324618,-0.132846,2.782083,0.355769
0.302000,0.875584,1.331959,-0.148680,2.812597,0.365250
0.303000,0.864979,1.339023,-0.164613,2.842660,0.374516
0.304000,0.854084,1.345817,-0.180636,2.872269,0.383566
0.305000,0.842922,1.352343,-0.196740,2.901425,0.392403
0.306000,0.831514,1.358606,-0.212916,2.930127,0.401028
0.307000,0.819884,1.364610,-0.229156,2.958375,0.409443
0.308000,0.808053,1.370359,-0.245451,2.986169,0.417649
0.309000,0.796040,1.375858,-0.261793,3.013508,0.425648
0.310000,0.783867,1.381110,-0.278174,3.040394,0.433442
0.311000,0.771552,1.386120,-0.294587,3.066827,0.441031
0.312000,0.759112,1.390892,-0.311024,3.092807,0.448418
0.313000,0.746565,1.395430,-0.327477,3.118336,0.455605
0.314000,0.733926,1.399738,-0.343938,3.143415,0.462592
0.315000,0.721210,1.403822,-0.360402,3.168045,0.469381
0.316000,0.708431,1.407683,-0.376861,3.192228,0.475974
0.317000,0.695601,1.411328,-0.393307,3.215964,0.482373
0.318000,0.682732,1.414760,-0.409736,3.239256,0.488580
0.319000,0.669834,1.417984,-0.426139,3.262106,0.494595
0.320000,0.656916,1.421002,-0.442510,3.284515,0.500421
0.321000,0.643987,1.423821,-0.458845,3.306486,0.506060
0.322000,0.631052,1.426443,-0.475135,3.328021,0.511513
0.323000,0.618119,1.428872,-0.491376,3.349121,0.516782
0.324000,0.605190,1.431114,-0.507562,3.369790,0.521869
0.325000,0.592270,1.433171,-0.523688,3.390030,0.526775
0.326000,0.579361,1.435048,-0.539747,3.409843,0.531503
0.327000,0.566464,1.436749,-0.555735,3.429232,0.536054
0.328000,0.553579,1.438277,-0.571646,3.448200,0.540431
0.329000,0.540705,1.439637,-0.587475,3.466750,0.544634
0.330000,0.527841,1.440833,-0.603218,3.484884,0.548667
0.331000,0.514984,1.441868,-0.618870,3.502605,0.552531
0.332000,0.502130,1.442746,-0.634425,3.519916,0.556227
0.333000,0.489274,1.443470,-0.649880,3.536821,0.559758
0.334000,0.476412,1.444046,-0.665230,3.553322,0.563126
0.335000,0.463536,1.444475,-0.680471,3.569422,0.566333
0.336000,0.450642,1.444763,-0.695599,3.585125,0.569381
0.337000,0.437720,1.444912,-0.710609,3.600433,0.572271
0.338000,0.424763,1.444926,-0.725497,3.615350,0.575006
0.339000,0.411763,1.444809,-0.740261,3.629879,0.577588
0.340000,0.398711,1.444564,-0.754895,3.644024,0.580019
0.341000,0.385598,1.444195,-0.769397,3.657786,0.582300
0.342000,0.372414,1.443704,-0.783762,3.671171,0.584434
0.343000,0.359150,1.443096,-0.797988,3.684180,0.586423
0.344000,0.345795,1.442373,-0.812071,3.696818,0.588269
0.345000,0.332341,1.441540,-0.826008,3.709087,0.589974
0.346000,0.318776,1.440598,-0.839795,3.720992,0.591539
0.347000,0.305092,1.439552,-0.853430,3.732534,0.592967
0.348000,0.291278,1.438404,-0.866909,3.743717,0.594260
0.349000,0.277325,1.437158,-0.880229,3.754545,0.595421
0.350000,0.263224,1.435816,-0.893389,3.765021,0.596449
0.351000,0.248966,1.434382,-0.906384,3.775148,0.597349
0.352000,0.234543,1.432859,-0.919212,3.784929,0.598122
0.353000,0.219946,1.431248,-0.931871,3.794367,0.598769
0.354000,0.205168,1.429555,-0.944357,3.803466,0.599293
0.355000,0.190202,1.427780,-0.956670,3.812229,0.599696
0.356000,0.175042,1.425927,-0.968805,3.820659,0.599979
0.357000,0.159683,1.423999,-0.980760,3.828758,0.600145
0.358000,0.144119,1.421998,-0.992535,3.836531,0.600196
0.359000,0.128348,1.419927,-1.004125,3.843979,0.600133
0.360000,0.112365,1.417789,-1.015529,3.851106,0.599958
0.361000,0.096168,1.415586,-1.026744,3.857916,0.599673
0.362000,0.079757,1.413320,-1.037769,3.864410,0.599280
0.363000,0.063130,1.410995,-1.048602,3.870592,0.598781
0.364000,0.046290,1.408612,-1.059240,3.876464,0.598178
0.365000,0.029236,1.406174,-1.069682,3.882029,0.597472
0.366000,0.011972,1.403683,-1.079925,3.887291,0.596665
0.367000,-0.005498,1.401141,-1.089968,3.892251,0.595759
0.368000,-0.023169,1.398552,-1.099809,3.896913,0.594755
0.369000,-0.041037,1.395916,-1.109446,3.901278,0.593656
0.370000,-0.059093,1.393236,-1.118877,3.905350,0.592463
0.371000,-0.077329,1.390515,-1.128101,3.909131,0.591178
0.372000,-0.095738,1.387754,-1.137116,3.912623,0.589802
0.373000,-0.114308,1.384955,-1.145920,3.915830,0.588338
0.374000,-0.133028,1.382121,-1.154511,3.918752,0.586786
0.375000,-0.151886,1.379253,-1.162888,3.921393,0.585148
0.376000,-0.170869,1.376353,-1.171049,3.923754,0.583426
0.377000,-0.189963,1.373423,-1.178993,3.925839,0.581621
0.378000,-0.209152,1.370465,-1.186718,3.927648,0.579735
0.379000,-0.228420,1.367480,-1.194223,3.929184,0.577769
0.380000,-0.247751,1.364472,-1.201506,3.930449,0.575725
0.381000,-0.267127,1.361440,-1.208565,3.931445,0.573605
0.382000,-0.286528,1.358387,-1.215400,3.932174,0.571409
0.383000,-0.305936,1.355315,-1.222008,3.932637,0.569139
0.384000,-0.325331,1.352224,-1.228388,3.932837,0.566797
0.385000,-0.344692,1.349118,-1.234539,3.932775,0.564383
0.386000,-0.363997,1.345996,-1.240460,3.932452,0.561899
0.387000,-0.383225,1.342862,-1.246148,3.931871,0.559347
0.388000,-0.402353,1.339715,-1.251603,3.931032,0.556728
0.389000,-0.421358,1.336558,-1.256822,3.929938,0.554042
0.390000,-0.440218,1.333392,-1.261806,3.928589,0.551292
0.391000,-0.458909,1.330218,-1.266551,3.926987,0.548478
0.392000,-0.477407,1.327038,-1.271058,3.925133,0.545602
0.393000,-0.495689,1.323852,-1.275324,3.923028,0.542664
0.394000,-0.513730,1.320663,-1.279348,3.920674,0.539666
0.395000,-0.531507,1.317471,-1.283129,3.918071,0.536609
0.396000,-0.548995,1.314278,-1.286666,3.915221,0.533495
0.397000,-0.566171,1.311084,-1.289956,3.912124,0.530323
0.398000,-0.583011,1.307891,-1.292999,3.908782,0.527096
0.399000,-0.599492,1.304700,-1.295793,3.905194,0.523814
0.400000,-0.615591,1.301512,-1.298337,3.901362,0.520479
0.401000,-0.631284,1.298329,-1.300630,3.897287,0.517090
0.402000,-0.646549,1.295150,-1.302670,3.892969,0.513650
0.403000,-0.661365,1.291977,-1.304456,3.888409,0.510159
0.404000,-0.675710,1.288810,-1.305986,3.883607,0.506619
0.405000,-0.689563,1.285652,-1.307259,3.878563,0.503029
0.406000,-0.702905,1.282502,-1.308274,3.873278,0.499391
0.407000,-0.715716,1.279362,-1.309028,3.867753,0.495707
0.408000,-0.727977,1.276233,-1.309522,3.861987,0.491976
0.409000,-0.739671,1.273114,-1.309753,3.855981,0.488199
0.410000,-0.750780,1.270007,-1.309721,3.849735,0.484378
0.411000,-0.761289,1.266913,-1.309422,3.843249,0.480513
0.412000,-0.771183,1.263833,-1.308857,3.836523,0.476606
0.413000,-0.780446,1.260766,-1.308024,3.829557,0.472656
0.414000,-0.789067,1.257714,-1.306921,3.822350,0.468665
0.415000,-0.797033,1.254678,-1.305548,3.814903,0.464633
0.416000,-0.804334,1.251657,-1.303901,3.807216,0.460562
0.417000,-0.810958,1.248654,-1.301981,3.799288,0.456452
0.418000,-0.816897,1.245667,-1.299785,3.791119,0.452303
0.419000,-0.822144,1.242698,-1.297312,3.782708,0.448117
0.420000,-0.826692,1.239747,-1.294561,3.774055,0.443894
0.421000,-0.830536,1.236815,-1.291531,3.765160,0.439635
0.422000,-0.833671,1.233902,-1.288219,3.756023,0.435341
0.423000,-0.836093,1.231009,-1.284624,3.746641,0.431012
0.424000,-0.837802,1.228135,-1.280745,3.737016,0.426650
0.425000,-0.838795,1.225282,-1.276581,3.727146,0.422254
0.426000,-0.839074,1.222450,-1.272129,3.717030,0.417826
0.427000,-0.838639,1.219640,-1.267389,3.706668,0.413366
0.428000,-0.837493,1.216850,-1.262359,3.696059,0.408876
0.429000,-0.835640,1.214083,-1.257037,3.685203,0.404355
